City_ID,WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,0,Axim,GH,4.8699,-2.2405,76.96,89,92,5.57,light rain
2,2,Rikitea,PF,-23.1203,-134.9692,75.24,82,99,16.11,light rain
3,3,Karema,TZ,-6.8205,30.4389,74.23,71,70,4.59,light rain
8,8,Mataura,NZ,-46.1927,168.8643,74.32,39,78,4.18,broken clouds
9,9,Airai,TL,-8.9266,125.4092,81.18,38,99,2.15,overcast clouds
10,10,Kapaa,US,22.0752,-159.319,75.18,92,24,5.75,light rain
13,13,Bukama,CD,-9.2,25.85,68.7,93,12,2.82,light rain
17,17,Jimo,CN,36.3897,120.4622,65.98,55,2,2.24,haze
18,18,Salalah,OM,17.0151,54.0924,79.81,61,14,2.13,few clouds
19,19,Bulungu,CD,-4.55,18.6,66.15,98,96,0.45,overcast clouds
22,22,Keffi,NG,8.8486,7.8736,71.69,68,84,2.71,broken clouds
23,23,Hilo,US,19.7297,-155.09,78.53,75,40,5.75,scattered clouds
25,25,Butaritari,KI,3.0707,172.7902,82.92,70,5,15.77,clear sky
30,30,Grand Gaube,MU,-20.0064,57.6608,74.37,91,58,5.7,broken clouds
32,32,Boyolangu,ID,-8.1181,111.8935,84.69,69,100,8.1,overcast clouds
33,33,Atuona,PF,-9.8,-139.0333,78.06,67,5,11.03,clear sky
37,37,Victoria,HK,22.2855,114.1577,80.26,82,98,5.01,overcast clouds
41,41,Puerto Ayora,EC,-0.7393,-90.3518,69.94,89,77,8.81,broken clouds
42,42,Tautira,PF,-17.7333,-149.15,80.62,77,64,14.81,light rain
46,46,Busselton,AU,-33.65,115.3333,71.04,51,6,6.85,clear sky
47,47,Naraina,IN,26.7833,75.2,71.74,24,0,4.76,clear sky
49,49,Dokri,PK,27.3743,68.0967,84.69,16,0,2.48,clear sky
51,51,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,93,84,22.35,broken clouds
52,52,Cidreira,BR,-30.1811,-50.2056,68.13,89,100,22.35,overcast clouds
54,54,Vaini,TO,-21.2,-175.2,73.56,94,90,6.91,light rain
55,55,Alta Floresta,BR,-9.8756,-56.0861,72.73,83,51,3.42,broken clouds
56,56,Havelock,US,34.8791,-76.9013,67.95,66,34,10.78,scattered clouds
57,57,Lagoa,PT,39.05,-27.9833,68.41,89,81,22.21,broken clouds
63,63,Adrar,MR,20.5022,-10.0711,75.02,22,100,10.83,overcast clouds
66,66,Ligayan,PH,4.6533,119.4706,83.28,73,100,3.24,overcast clouds
69,69,Ambanja,MG,-13.6833,48.45,67.93,68,58,2.62,broken clouds
70,70,San Joaquin,US,37.9333,-121.3011,66.36,83,1,0.0,mist
72,72,Caibarien,CU,22.5206,-79.4669,77.2,86,98,9.62,overcast clouds
76,76,Hirara,JP,24.8,125.2833,80.46,65,40,8.05,scattered clouds
77,77,Salinopolis,BR,-0.6136,-47.3561,77.68,85,51,8.75,broken clouds
79,79,Sumbe,AO,-11.2061,13.8437,74.71,86,98,3.22,light rain
81,81,Wucheng,CN,29.6008,118.175,72.41,52,2,3.18,clear sky
82,82,Cabo San Lucas,MX,22.8909,-109.9124,79.52,68,0,3.0,clear sky
85,85,Arraial Do Cabo,BR,-22.9661,-42.0278,69.08,88,100,14.65,overcast clouds
88,88,Ilebo,CD,-4.3167,20.5833,69.31,92,99,0.74,overcast clouds
93,93,Vaitape,PF,-16.5167,-151.75,78.85,73,19,16.4,few clouds
95,95,Kirtipur,NP,27.6667,85.2833,66.13,63,20,0.0,mist
97,97,Faanui,PF,-16.4833,-151.75,78.91,72,22,16.37,few clouds
100,100,Waharoa,NZ,-37.7667,175.7667,68.32,88,93,12.59,light rain
103,103,Tete,MZ,-16.1564,33.5867,69.13,56,22,3.4,few clouds
105,105,Bambous Virieux,MU,-20.3428,57.7575,73.22,94,75,3.44,light rain
107,107,Bonthe,SL,7.5264,-12.505,75.6,91,100,5.08,moderate rain
108,108,Dwarka,IN,22.2394,68.9678,82.8,44,39,9.06,scattered clouds
109,109,Caravelas,BR,-17.7125,-39.2481,71.69,90,40,3.83,scattered clouds
113,113,Parintins,BR,-2.6283,-56.7358,76.78,74,7,2.28,clear sky
118,118,Eldorado,BR,-23.7869,-54.2836,72.09,91,77,5.14,broken clouds
120,120,Kavaratti,IN,10.5669,72.642,81.79,73,88,3.58,moderate rain
121,121,Saint-Philippe,RE,-21.3585,55.7679,76.59,76,47,6.58,scattered clouds
122,122,Jizan,SA,17.3333,42.6667,79.74,39,0,5.28,clear sky
123,123,Mailsi,PK,29.8003,72.1758,81.66,20,1,4.85,clear sky
124,124,San Cristobal,VE,7.7669,-72.225,68.18,97,100,1.79,overcast clouds
127,127,Touros,BR,-5.1989,-35.4608,77.9,79,26,12.19,scattered clouds
129,129,Kamareddi,IN,18.3167,78.35,76.08,62,78,10.51,broken clouds
130,130,Malakal,SS,9.5334,31.6605,74.98,70,27,2.08,scattered clouds
132,132,Half Moon Bay,US,37.4636,-122.4286,65.89,86,90,1.99,fog
133,133,Carnarvon,AU,-24.8667,113.6333,75.27,53,0,19.57,clear sky
135,135,Birao,CF,10.2849,22.7882,70.61,35,6,2.53,clear sky
136,136,Dali,CN,25.7,100.1833,68.07,52,2,3.94,clear sky
140,140,Avarua,CK,-21.2078,-159.775,75.25,64,90,10.36,overcast clouds
143,143,Hithadhoo,MV,-0.6,73.0833,83.95,71,100,15.7,overcast clouds
145,145,Acari,PE,-15.4311,-74.6158,69.69,70,94,1.86,overcast clouds
146,146,Quelimane,MZ,-17.8786,36.8883,68.81,71,1,1.79,clear sky
147,147,Trinidad,BO,-14.8333,-64.9,77.22,75,19,3.36,few clouds
149,149,Abu Kamal,SY,34.4506,40.9171,67.59,46,100,7.11,overcast clouds
155,155,Ribeira Grande,PT,38.5167,-28.7,70.23,90,89,15.95,overcast clouds
156,156,Wenling,CN,28.3669,121.36,77.92,63,16,5.03,few clouds
161,161,Ulladulla,AU,-35.35,150.4667,68.77,44,32,9.55,scattered clouds
162,162,Shimoda,JP,34.6667,138.95,66.56,54,33,4.18,scattered clouds
163,163,Zorgo,BF,12.2489,-0.6158,81.95,46,80,5.21,broken clouds
165,165,Cayenne,GF,4.9333,-52.3333,82.09,80,20,4.0,few clouds
168,168,Sao Filipe,CV,14.8961,-24.4956,78.22,75,99,8.14,overcast clouds
171,171,Kaitangata,NZ,-46.2817,169.8464,68.22,54,38,13.98,scattered clouds
173,173,Angoche,MZ,-16.2325,39.9086,73.0,66,1,6.29,clear sky
176,176,Manicore,BR,-5.8092,-61.3003,75.78,82,40,1.63,scattered clouds
177,177,Saint-Joseph,RE,-21.3667,55.6167,75.58,76,45,7.2,scattered clouds
179,179,Guilin,CN,25.2819,110.2864,68.11,77,98,2.28,overcast clouds
181,181,Micheweni,TZ,-4.9667,39.8333,79.68,73,96,5.1,overcast clouds
187,187,Placido De Castro,BR,-10.3353,-67.1856,77.92,67,46,2.59,scattered clouds
188,188,Atar,MR,20.5169,-13.0499,77.45,38,78,6.29,broken clouds
191,191,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,83,40,13.87,scattered clouds
194,194,Suez,EG,29.9737,32.5263,70.61,79,100,7.61,overcast clouds
195,195,Umm Lajj,SA,25.0213,37.2685,81.43,43,8,10.07,clear sky
200,200,Tura,IN,25.5198,90.2201,78.31,54,13,3.91,few clouds
201,201,Sur,OM,22.5667,59.5289,81.79,42,16,3.62,few clouds
204,204,Bathsheba,BB,13.2167,-59.5167,79.41,73,20,9.22,few clouds
208,208,Encheng,CN,22.1839,112.3026,78.96,63,94,8.7,overcast clouds
211,211,Chabahar,IR,25.2919,60.643,81.21,48,0,4.79,clear sky
215,215,Isangel,VU,-19.55,169.2667,84.31,74,75,0.0,broken clouds
216,216,Navolato,MX,24.7672,-107.6944,76.64,79,0,1.86,clear sky
218,218,Tongren,CN,27.7172,109.1853,68.47,58,18,2.1,few clouds
223,223,Qui Nhon,VN,13.7667,109.2333,81.23,82,52,9.64,broken clouds
225,225,Santander De Quilichao,CO,3.0095,-76.4849,68.61,97,98,2.64,overcast clouds
227,227,Dunda,TZ,-8.1167,34.25,67.51,70,73,0.83,broken clouds
228,228,Mahebourg,MU,-20.4081,57.7,73.26,94,75,3.44,light rain
231,231,Nueve De Julio,AR,-35.4444,-60.8831,66.7,67,14,11.43,few clouds
232,232,Sabang,ID,5.8933,95.3214,78.39,85,100,15.77,moderate rain
236,236,Kolokani,ML,13.5728,-8.0339,79.12,56,68,3.91,broken clouds
237,237,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,64,0,8.05,clear sky
238,238,Tual,ID,-5.6667,132.75,84.15,71,84,7.14,very heavy rain
239,239,Lazaro Cardenas,MX,17.9583,-102.2,78.12,83,41,2.37,scattered clouds
241,241,Ponta Do Sol,PT,32.6667,-17.1,70.72,71,34,9.08,scattered clouds
244,244,Talcher,IN,20.95,85.2167,83.73,63,38,2.21,scattered clouds
245,245,Nova Venecia,BR,-18.7106,-40.4006,68.99,95,73,2.98,broken clouds
246,246,Agadez,NE,19.75,10.25,74.41,20,31,9.93,scattered clouds
249,249,Souillac,MU,-20.5167,57.5167,73.36,94,75,3.44,broken clouds
250,250,Moron,AR,-34.6534,-58.6198,75.09,75,14,9.42,few clouds
252,252,Brokopondo,SR,4.75,-55.1667,75.47,91,16,7.05,few clouds
253,253,Flinders,AU,-34.5833,150.8552,67.21,49,69,8.01,broken clouds
254,254,Cockburn Town,TC,21.4612,-71.1419,82.53,70,34,14.67,scattered clouds
258,258,Luebo,CD,-5.35,21.4167,68.23,97,95,0.09,overcast clouds
259,259,Wamba,NG,8.9333,8.6,71.58,63,76,3.56,broken clouds
261,261,Riyadh,SA,24.6877,46.7219,71.74,36,99,7.94,overcast clouds
265,265,Trairi,BR,-3.2778,-39.2689,79.2,80,47,8.79,scattered clouds
267,267,Luancheng,CN,37.8792,114.6517,68.16,32,16,5.21,few clouds
269,269,Coro,VE,11.4045,-69.6734,79.34,86,100,7.67,overcast clouds
270,270,Vila Velha,BR,-20.3297,-40.2925,73.35,88,90,11.5,overcast clouds
272,272,Puerto Penasco,MX,31.3167,-113.5333,74.91,78,0,3.0,clear sky
273,273,Hai Duong,VN,20.9333,106.3167,71.6,87,100,7.16,overcast clouds
278,278,Hasaki,JP,35.7333,140.8333,70.29,45,6,4.92,clear sky
287,287,Beloha,MG,-25.1667,45.05,67.33,59,79,15.88,broken clouds
288,288,Jalu,LY,29.0331,21.5482,65.26,76,0,7.16,clear sky
290,290,Nioro,GM,13.35,-15.75,77.74,79,98,4.21,overcast clouds
298,298,Mount Isa,AU,-20.7333,139.5,82.17,32,99,3.44,overcast clouds
299,299,Margherita,IN,27.2833,95.6833,78.28,57,29,2.21,scattered clouds
302,302,Geraldton,AU,-28.7667,114.6,79.21,34,0,14.97,clear sky
306,306,Dhidhdhoo,MV,6.8833,73.1,81.7,73,100,7.05,overcast clouds
310,310,Jinxiang,CN,27.4327,120.6062,70.02,66,41,4.07,scattered clouds
311,311,Nanning,CN,22.8167,108.3167,66.65,90,100,5.26,light rain
313,313,Tabas,IR,33.5959,56.9244,67.91,24,10,1.07,clear sky
314,314,Pacific Grove,US,36.6177,-121.9166,65.61,91,90,3.0,overcast clouds
315,315,Tiarei,PF,-17.5333,-149.3333,80.62,75,15,15.41,few clouds
317,317,Dingle,PH,10.9995,122.6711,82.8,78,98,10.92,light rain
319,319,Kawalu,ID,-7.3817,108.2082,83.01,74,100,4.68,overcast clouds
326,326,Lamu,KE,-2.2717,40.902,73.62,75,13,6.46,few clouds
327,327,Kiama,AU,-34.6833,150.8667,66.38,51,76,1.99,broken clouds
334,334,Srandakan,ID,-7.9386,110.2506,84.4,72,100,10.04,moderate rain
335,335,Port-Gentil,GA,-0.7193,8.7815,79.14,84,99,7.47,moderate rain
337,337,Diamantino,BR,-14.4086,-56.4461,75.97,74,98,2.51,overcast clouds
339,339,Sinnamary,GF,5.3833,-52.95,78.69,85,18,8.43,few clouds
340,340,Hambantota,LK,6.1241,81.1185,82.74,89,40,4.61,scattered clouds
344,344,Wanning,CN,18.8003,110.3967,79.14,86,56,8.72,light rain
346,346,Katsuura,JP,35.1333,140.3,66.24,50,21,4.76,few clouds
350,350,Umm Kaddadah,SD,13.6017,26.6876,78.06,19,18,10.45,few clouds
351,351,Puerto Escondido,MX,15.85,-97.0667,79.86,84,47,3.87,scattered clouds
